shipment_id,invoice_date,base_rate,fuel_surcharge_pct,fuel_surcharge_amount,guarantee_fee,total_billed
SHP-00000772,2011-07-20,28.49,0.1478,4.21,5.0,37.7
SHP-00000773,2011-07-20,15.01,0.1478,2.22,0.0,17.23
SHP-00000774,2011-07-20,8.58,0.1478,1.27,5.0,14.85
SHP-00000775,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000776,2011-07-19,9.84,0.1478,1.45,0.0,11.29
SHP-00000777,2011-07-20,15.39,0.1478,2.27,0.0,17.66
SHP-00000778,2011-07-20,10.4,0.1478,1.54,0.0,11.94
SHP-00000779,2011-07-19,16.48,0.1478,2.44,0.0,18.92
SHP-00000780,2011-07-20,23.93,0.1478,3.54,0.0,27.47
SHP-00000781,2011-07-20,23.17,0.1478,3.42,0.0,26.59
SHP-00000782,2011-07-20,11.96,0.1478,1.77,0.0,13.73
SHP-00000783,2011-07-21,18.28,0.1478,2.7,0.0,20.98
SHP-00000784,2011-07-20,11.85,0.1478,1.75,0.0,13.6
SHP-00000785,2011-07-20,10.65,0.1478,1.57,0.0,12.22
SHP-00000786,2011-07-20,25.01,0.1478,3.7,0.0,28.71
SHP-00000787,2011-07-20,13.52,0.1478,2.0,0.0,15.52
SHP-00000788,2011-07-19,10.82,0.1478,1.6,5.0,17.42
SHP-00000789,2011-07-20,23.3,0.1478,3.44,0.0,26.74
SHP-00000790,2011-07-20,12.77,0.1478,1.89,0.0,14.66
SHP-00000791,2011-07-20,25.01,0.1478,3.7,0.0,28.71
SHP-00000792,2011-07-19,20.17,0.1478,2.98,0.0,23.15
SHP-00000793,2011-07-20,25.01,0.1478,3.7,0.0,28.71
SHP-00000794,2011-07-20,15.01,0.1478,2.22,0.0,17.23
SHP-00000795,2011-07-20,12.15,0.1478,1.8,5.0,18.95
SHP-00000796,2011-07-20,27.06,0.1478,4.0,0.0,31.06
SHP-00000797,2011-07-19,15.01,0.1478,2.22,0.0,17.23
SHP-00000798,2011-07-20,11.96,0.1478,1.77,0.0,13.73
SHP-00000799,2011-07-20,15.01,0.1478,2.22,8.0,25.23
SHP-00000800,2011-07-19,27.12,0.1478,4.01,0.0,31.13
SHP-00000801,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000802,2011-07-20,8.0,0.1478,1.18,0.0,9.18
SHP-00000803,2011-07-19,8.06,0.1478,1.19,0.0,9.25
SHP-00000804,2011-07-20,26.92,0.1478,3.98,0.0,30.9
SHP-00000805,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000806,2011-07-19,26.71,0.1478,3.95,0.0,30.66
SHP-00000807,2011-07-20,21.19,0.1478,3.13,0.0,24.32
SHP-00000808,2011-07-21,25.01,0.1478,3.7,0.0,28.71
SHP-00000809,2011-07-20,13.03,0.1478,1.93,5.0,19.96
SHP-00000810,2011-07-19,28.54,0.1478,4.22,0.0,32.76
SHP-00000811,2011-07-20,19.32,0.1478,2.86,5.0,27.18
SHP-00000812,2011-07-20,26.88,0.1478,3.97,0.0,30.85
SHP-00000813,2011-07-20,8.15,0.1478,1.2,0.0,9.35
SHP-00000814,2011-07-20,25.3,0.1478,3.74,0.0,29.04
SHP-00000815,2011-07-20,17.51,0.1478,2.59,0.0,20.1
SHP-00000816,2011-07-20,27.24,0.1478,4.03,0.0,31.27
SHP-00000817,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000818,2011-07-20,23.78,0.1478,3.51,5.0,32.29
SHP-00000819,2011-07-20,25.89,0.1478,3.83,0.0,29.72
SHP-00000820,2011-07-20,8.0,0.1478,1.18,0.0,9.18
SHP-00000821,2011-07-20,23.0,0.1478,3.4,0.0,26.4
SHP-00000822,2011-07-20,26.77,0.1478,3.96,0.0,30.73
SHP-00000823,2011-07-20,15.01,0.1478,2.22,0.0,17.23
SHP-00000824,2011-07-20,26.81,0.1478,3.96,0.0,30.77
SHP-00000825,2011-07-20,25.04,0.1478,3.7,0.0,28.74
SHP-00000826,2011-07-20,19.79,0.1478,2.92,0.0,22.71
SHP-00000827,2011-07-19,14.94,0.1478,2.21,0.0,17.15
SHP-00000828,2011-07-20,20.64,0.1478,3.05,0.0,23.69
SHP-00000829,2011-07-19,23.54,0.1478,3.48,0.0,27.02
SHP-00000830,2011-07-20,25.01,0.1478,3.7,0.0,28.71
SHP-00000831,2011-07-20,15.6,0.1478,2.31,0.0,17.91
SHP-00000832,2011-07-20,25.01,0.1478,3.7,0.0,28.71
SHP-00000833,2011-07-20,8.0,0.1478,1.18,0.0,9.18
SHP-00000834,2011-07-20,28.16,0.1478,4.16,0.0,32.32
SHP-00000835,2011-07-20,27.71,0.1478,4.1,0.0,31.81
SHP-00000836,2011-07-20,15.01,0.1478,2.22,0.0,17.23
SHP-00000837,2011-07-20,16.56,0.1478,2.45,0.0,19.01
SHP-00000838,2011-07-20,21.34,0.1478,3.15,0.0,24.49
SHP-00000839,2011-07-21,11.33,0.1478,1.67,0.0,13.0
SHP-00000840,2011-07-20,21.73,0.1478,3.21,0.0,24.94
SHP-00000841,2011-07-21,29.64,0.1478,4.38,0.0,34.02
SHP-00000842,2011-07-21,26.52,0.1478,3.92,0.0,30.44
SHP-00000843,2011-07-20,8.0,0.1478,1.18,0.0,9.18
SHP-00000844,2011-07-20,17.63,0.1478,2.61,5.0,25.24
SHP-00000845,2011-07-21,12.38,0.1478,1.83,5.0,19.21
SHP-00000846,2011-07-20,25.01,0.1478,3.7,0.0,28.71
SHP-00000847,2011-07-21,25.01,0.1478,3.7,12.0,40.71
SHP-00000848,2011-07-20,25.01,0.1478,3.7,12.0,40.71
SHP-00000849,2011-07-20,23.35,0.1478,3.45,0.0,26.8
SHP-00000850,2011-07-21,29.67,0.1478,4.39,0.0,34.06
SHP-00000851,2011-07-20,15.01,0.1478,2.22,0.0,17.23
SHP-00000852,2011-07-21,15.01,0.1478,2.22,0.0,17.23
SHP-00000853,2011-07-21,14.55,0.1478,2.15,0.0,16.7
SHP-00000854,2011-07-20,15.01,0.1478,2.22,8.0,25.23
SHP-00000855,2011-07-21,17.79,0.1478,2.63,0.0,20.42
SHP-00000856,2011-07-20,23.88,0.1478,3.53,0.0,27.41
SHP-00000857,2011-07-20,21.48,0.1478,3.17,0.0,24.65
SHP-00000858,2011-07-21,27.24,0.1478,4.03,0.0,31.27
SHP-00000859,2011-07-21,18.06,0.1478,2.67,0.0,20.73
SHP-00000860,2011-07-21,25.01,0.1478,3.7,12.0,40.71
SHP-00000861,2011-07-21,9.28,0.1478,1.37,5.0,15.65
SHP-00000862,2011-07-21,15.01,0.1478,2.22,0.0,17.23
SHP-00000863,2011-07-21,24.35,0.1478,3.6,0.0,27.95
SHP-00000864,2011-07-21,27.52,0.1478,4.07,0.0,31.59
SHP-00000865,2011-07-21,24.46,0.1478,3.62,5.0,33.08
SHP-00000866,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000867,2011-07-21,20.71,0.1478,3.06,0.0,23.77
SHP-00000868,2011-07-21,25.66,0.1478,3.79,8.0,37.45
SHP-00000869,2011-07-21,29.1,0.1478,4.3,0.0,33.4
SHP-00000870,2011-07-21,20.66,0.1478,3.05,0.0,23.71
SHP-00000871,2011-07-21,23.21,0.1478,3.43,0.0,26.64
SHP-00000872,2011-07-21,25.01,0.1478,3.7,0.0,28.71
SHP-00000873,2011-07-21,20.27,0.1478,3.0,0.0,23.27
SHP-00000874,2011-07-21,25.01,0.1478,3.7,0.0,28.71
SHP-00000875,2011-07-21,15.01,0.1478,2.22,8.0,25.23
SHP-00000876,2011-07-21,11.96,0.1478,1.77,0.0,13.73
SHP-00000877,2011-07-21,17.21,0.1478,2.54,0.0,19.75
SHP-00000878,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000879,2011-07-21,15.01,0.1478,2.22,0.0,17.23
SHP-00000880,2011-07-21,18.42,0.1478,2.72,0.0,21.14
SHP-00000881,2011-07-21,14.6,0.1478,2.16,5.0,21.76
SHP-00000882,2011-07-20,10.51,0.1478,1.55,0.0,12.06
SHP-00000883,2011-07-20,10.54,0.1478,1.56,0.0,12.1
SHP-00000884,2011-07-21,22.84,0.1478,3.38,0.0,26.22
SHP-00000885,2011-07-21,19.73,0.1478,2.92,5.0,27.65
SHP-00000886,2011-07-21,15.38,0.1478,2.27,0.0,17.65
SHP-00000887,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000888,2011-07-21,19.97,0.1478,2.95,0.0,22.92
SHP-00000889,2011-07-20,24.79,0.1478,3.66,0.0,28.45
SHP-00000890,2011-07-21,12.4,0.1478,1.83,0.0,14.23
SHP-00000891,2011-07-21,19.04,0.1478,2.81,0.0,21.85
SHP-00000892,2011-07-21,13.23,0.1478,1.96,5.0,20.19
SHP-00000893,2011-07-21,25.01,0.1478,3.7,12.0,40.71
SHP-00000894,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000895,2011-07-21,9.04,0.1478,1.34,5.0,15.38
SHP-00000896,2011-07-21,14.82,0.1478,2.19,0.0,17.01
SHP-00000897,2011-07-21,20.58,0.1478,3.04,0.0,23.62
SHP-00000898,2011-07-22,11.09,0.1478,1.64,0.0,12.73
SHP-00000899,2011-07-21,16.21,0.1478,2.4,0.0,18.61
SHP-00000900,2011-07-20,24.81,0.1478,3.67,0.0,28.48
SHP-00000901,2011-07-21,27.59,0.1478,4.08,0.0,31.67
SHP-00000902,2011-07-21,13.36,0.1478,1.97,0.0,15.33
SHP-00000903,2011-07-20,15.61,0.1478,2.31,0.0,17.92
SHP-00000904,2011-07-21,28.95,0.1478,4.28,0.0,33.23
SHP-00000905,2011-07-21,10.13,0.1478,1.5,5.0,16.63
SHP-00000906,2011-07-20,8.0,0.1478,1.18,5.0,14.18
SHP-00000907,2011-07-21,23.56,0.1478,3.48,5.0,32.04
SHP-00000908,2011-07-21,15.01,0.1478,2.22,8.0,25.23
SHP-00000909,2011-07-20,13.77,0.1478,2.04,5.0,20.81
SHP-00000910,2011-07-21,20.35,0.1478,3.01,0.0,23.36
SHP-00000911,2011-07-21,12.46,0.1478,1.84,0.0,14.3
SHP-00000912,2011-07-21,19.45,0.1478,2.87,0.0,22.32
SHP-00000913,2011-07-20,11.62,0.1478,1.72,0.0,13.34
SHP-00000914,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000915,2011-07-21,21.5,0.1478,3.18,0.0,24.68
SHP-00000916,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000917,2011-07-21,15.01,0.1478,2.22,0.0,17.23
SHP-00000918,2011-07-21,20.99,0.1478,3.1,0.0,24.09
SHP-00000919,2011-07-21,19.86,0.1478,2.94,0.0,22.8
SHP-00000920,2011-07-21,15.01,0.1478,2.22,8.0,25.23
SHP-00000921,2011-07-20,25.01,0.1478,3.7,12.0,40.71
SHP-00000922,2011-07-21,20.99,0.1478,3.1,0.0,24.09
SHP-00000923,2011-07-20,11.39,0.1478,1.68,0.0,13.07
SHP-00000924,2011-07-20,8.97,0.1478,1.33,0.0,10.3
SHP-00000925,2011-07-20,25.68,0.1478,3.8,0.0,29.48
SHP-00000926,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000927,2011-07-20,8.37,0.1478,1.24,0.0,9.61
SHP-00000928,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000929,2011-07-21,11.71,0.1478,1.73,0.0,13.44
SHP-00000930,2011-07-20,15.01,0.1478,2.22,0.0,17.23
SHP-00000931,2011-07-20,8.0,0.1478,1.18,0.0,9.18
SHP-00000932,2011-07-20,25.01,0.1478,3.7,0.0,28.71
SHP-00000933,2011-07-20,9.25,0.1478,1.37,0.0,10.62
SHP-00000934,2011-07-21,17.08,0.1478,2.52,0.0,19.6
SHP-00000935,2011-07-21,25.01,0.1478,3.7,0.0,28.71
SHP-00000936,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000937,2011-07-20,15.01,0.1478,2.22,0.0,17.23
SHP-00000938,2011-07-20,24.87,0.1478,3.68,5.0,33.55
SHP-00000939,2011-07-21,15.01,0.1478,2.22,0.0,17.23
SHP-00000940,2011-07-21,16.02,0.1478,2.37,0.0,18.39
SHP-00000941,2011-07-20,12.57,0.1478,1.86,0.0,14.43
SHP-00000942,2011-07-21,15.01,0.1478,2.22,0.0,17.23
SHP-00000943,2011-07-21,28.74,0.1478,4.25,0.0,32.99
SHP-00000944,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000945,2011-07-21,15.01,0.1478,2.22,0.0,17.23
SHP-00000946,2011-07-21,8.0,0.1478,1.18,0.0,9.18
SHP-00000947,2011-07-21,25.68,0.1478,3.8,0.0,29.48
SHP-00000948,2011-07-21,28.12,0.1478,4.16,0.0,32.28
SHP-00000949,2011-07-20,26.93,0.1478,3.98,5.0,35.91
SHP-00000950,2011-07-21,25.31,0.1478,3.74,5.0,34.05
SHP-00000951,2011-07-21,20.36,0.1478,3.01,0.0,23.37
SHP-00000952,2011-07-20,14.49,0.1478,2.14,5.0,21.63
SHP-00000953,2011-07-21,13.75,0.1478,2.03,0.0,15.78
SHP-00000954,2011-07-21,25.44,0.1478,3.76,5.0,34.2
SHP-00000955,2011-07-21,23.79,0.1478,3.52,8.0,35.31
SHP-00000956,2011-07-21,15.01,0.1478,2.22,8.0,25.23
SHP-00000957,2011-07-21,28.58,0.1478,4.22,0.0,32.8
SHP-00000958,2011-07-22,27.55,0.1478,4.07,0.0,31.62
SHP-00000959,2011-07-22,8.01,0.1478,1.18,5.0,14.19
SHP-00000960,2011-07-22,20.32,0.1478,3.0,0.0,23.32
SHP-00000961,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00000962,2011-07-22,8.01,0.1478,1.18,5.0,14.19
SHP-00000963,2011-07-22,15.07,0.1478,2.23,0.0,17.3
SHP-00000964,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00000965,2011-07-22,12.8,0.1478,1.89,0.0,14.69
SHP-00000966,2011-07-21,19.72,0.1478,2.91,0.0,22.63
SHP-00000967,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00000968,2011-07-22,9.85,0.1478,1.46,5.0,16.31
SHP-00000969,2011-07-21,8.01,0.1478,1.18,0.0,9.19
SHP-00000970,2011-07-22,8.01,0.1478,1.18,5.0,14.19
SHP-00000971,2011-07-21,20.16,0.1478,2.98,0.0,23.14
SHP-00000972,2011-07-22,25.02,0.1478,3.7,12.0,40.72
SHP-00000973,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00000974,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00000975,2011-07-22,8.01,0.1478,1.18,5.0,14.19
SHP-00000976,2011-07-21,8.01,0.1478,1.18,0.0,9.19
SHP-00000977,2011-07-22,16.15,0.1478,2.39,0.0,18.54
SHP-00000978,2011-07-22,13.69,0.1478,2.02,0.0,15.71
SHP-00000979,2011-07-22,16.49,0.1478,2.44,0.0,18.93
SHP-00000980,2011-07-22,19.81,0.1478,2.93,0.0,22.74
SHP-00000981,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00000982,2011-07-22,29.37,0.1478,4.34,0.0,33.71
SHP-00000983,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00000984,2011-07-22,16.55,0.1478,2.45,0.0,19.0
SHP-00000985,2011-07-22,25.02,0.1478,3.7,12.0,40.72
SHP-00000986,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00000987,2011-07-22,25.02,0.1478,3.7,0.0,28.72
SHP-00000988,2011-07-22,22.49,0.1478,3.32,0.0,25.81
SHP-00000989,2011-07-21,8.01,0.1478,1.18,0.0,9.19
SHP-00000990,2011-07-21,15.01,0.1478,2.22,0.0,17.23
SHP-00000991,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00000992,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00000993,2011-07-22,17.94,0.1478,2.65,0.0,20.59
SHP-00000994,2011-07-22,17.02,0.1478,2.52,0.0,19.54
SHP-00000995,2011-07-21,22.47,0.1478,3.32,0.0,25.79
SHP-00000996,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00000997,2011-07-21,22.89,0.1478,3.38,0.0,26.27
SHP-00000998,2011-07-21,15.01,0.1478,2.22,0.0,17.23
SHP-00000999,2011-07-21,8.01,0.1478,1.18,0.0,9.19
SHP-00001000,2011-07-21,21.78,0.1478,3.22,5.0,30.0
SHP-00001001,2011-07-21,8.01,0.1478,1.18,0.0,9.19
SHP-00001002,2011-07-22,28.53,0.1478,4.22,0.0,32.75
SHP-00001003,2011-07-22,22.12,0.1478,3.27,0.0,25.39
SHP-00001004,2011-07-22,25.02,0.1478,3.7,12.0,40.72
SHP-00001005,2011-07-22,11.84,0.1478,1.75,0.0,13.59
SHP-00001006,2011-07-22,22.26,0.1478,3.29,0.0,25.55
SHP-00001007,2011-07-22,27.62,0.1478,4.08,5.0,36.7
SHP-00001008,2011-07-22,14.3,0.1478,2.11,0.0,16.41
SHP-00001009,2011-07-21,12.92,0.1478,1.91,5.0,19.83
SHP-00001010,2011-07-21,29.94,0.1478,4.43,0.0,34.37
SHP-00001011,2011-07-22,25.02,0.1478,3.7,0.0,28.72
SHP-00001012,2011-07-21,17.79,0.1478,2.63,0.0,20.42
SHP-00001013,2011-07-21,15.78,0.1478,2.33,0.0,18.11
SHP-00001014,2011-07-22,11.77,0.1478,1.74,5.0,18.51
SHP-00001015,2011-07-22,28.4,0.1478,4.2,0.0,32.6
SHP-00001016,2011-07-22,28.66,0.1478,4.24,5.0,37.9
SHP-00001017,2011-07-22,29.57,0.1478,4.37,0.0,33.94
SHP-00001018,2011-07-22,15.01,0.1478,2.22,8.0,25.23
SHP-00001019,2011-07-21,9.44,0.1478,1.4,0.0,10.84
SHP-00001020,2011-07-22,20.14,0.1478,2.98,0.0,23.12
SHP-00001021,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00001022,2011-07-22,23.59,0.1478,3.49,0.0,27.08
SHP-00001023,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00001024,2011-07-22,29.47,0.1478,4.36,0.0,33.83
SHP-00001025,2011-07-21,23.22,0.1478,3.43,0.0,26.65
SHP-00001026,2011-07-22,25.13,0.1478,3.71,5.0,33.84
SHP-00001027,2011-07-22,9.04,0.1478,1.34,0.0,10.38
SHP-00001028,2011-07-21,29.43,0.1478,4.35,5.0,38.78
SHP-00001029,2011-07-22,19.36,0.1478,2.86,5.0,27.22
SHP-00001030,2011-07-22,9.27,0.1478,1.37,0.0,10.64
SHP-00001031,2011-07-22,17.21,0.1478,2.54,0.0,19.75
SHP-00001032,2011-07-21,8.01,0.1478,1.18,5.0,14.19
SHP-00001033,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00001034,2011-07-21,17.72,0.1478,2.62,0.0,20.34
SHP-00001035,2011-07-22,9.68,0.1478,1.43,0.0,11.11
SHP-00001036,2011-07-22,25.02,0.1478,3.7,0.0,28.72
SHP-00001037,2011-07-22,25.02,0.1478,3.7,0.0,28.72
SHP-00001038,2011-07-22,25.02,0.1478,3.7,12.0,40.72
SHP-00001039,2011-07-22,15.54,0.1478,2.3,0.0,17.84
SHP-00001040,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00001041,2011-07-22,12.67,0.1478,1.87,0.0,14.54
SHP-00001042,2011-07-22,27.68,0.1478,4.09,0.0,31.77
SHP-00001043,2011-07-22,25.02,0.1478,3.7,0.0,28.72
SHP-00001044,2011-07-21,15.01,0.1478,2.22,0.0,17.23
SHP-00001045,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00001046,2011-07-22,17.82,0.1478,2.63,0.0,20.45
SHP-00001047,2011-07-22,26.21,0.1478,3.87,0.0,30.08
SHP-00001048,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00001049,2011-07-22,25.14,0.1478,3.72,0.0,28.86
SHP-00001050,2011-07-22,28.06,0.1478,4.15,0.0,32.21
SHP-00001051,2011-07-22,29.77,0.1478,4.4,0.0,34.17
SHP-00001052,2011-07-21,9.49,0.1478,1.4,0.0,10.89
SHP-00001053,2011-07-21,11.7,0.1478,1.73,5.0,18.43
SHP-00001054,2011-07-22,13.48,0.1478,1.99,0.0,15.47
SHP-00001055,2011-07-22,12.24,0.1478,1.81,5.0,19.05
SHP-00001056,2011-07-21,25.88,0.1478,3.83,0.0,29.71
SHP-00001057,2011-07-22,9.26,0.1478,1.37,0.0,10.63
SHP-00001058,2011-07-22,25.46,0.1478,3.76,0.0,29.22
SHP-00001059,2011-07-21,24.3,0.1478,3.59,5.0,32.89
SHP-00001060,2011-07-22,15.01,0.1478,2.22,8.0,25.23
SHP-00001061,2011-07-22,28.95,0.1478,4.28,0.0,33.23
SHP-00001062,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00001063,2011-07-22,19.19,0.1478,2.84,0.0,22.03
SHP-00001064,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00001065,2011-07-22,19.04,0.1478,2.81,0.0,21.85
SHP-00001066,2011-07-21,8.01,0.1478,1.18,0.0,9.19
SHP-00001067,2011-07-22,17.53,0.1478,2.59,0.0,20.12
SHP-00001068,2011-07-22,10.57,0.1478,1.56,0.0,12.13
SHP-00001069,2011-07-22,28.35,0.1478,4.19,0.0,32.54
SHP-00001070,2011-07-21,17.69,0.1478,2.61,8.0,28.3
SHP-00001071,2011-07-22,25.02,0.1478,3.7,12.0,40.72
SHP-00001072,2011-07-22,15.31,0.1478,2.26,0.0,17.57
SHP-00001073,2011-07-21,19.57,0.1478,2.89,5.0,27.46
SHP-00001074,2011-07-21,17.74,0.1478,2.62,0.0,20.36
SHP-00001075,2011-07-21,22.79,0.1478,3.37,0.0,26.16
SHP-00001076,2011-07-22,25.02,0.1478,3.7,12.0,40.72
SHP-00001077,2011-07-21,22.91,0.1478,3.39,8.0,34.3
SHP-00001078,2011-07-22,20.27,0.1478,3.0,0.0,23.27
SHP-00001079,2011-07-22,26.47,0.1478,3.91,0.0,30.38
SHP-00001080,2011-07-21,17.81,0.1478,2.63,0.0,20.44
SHP-00001081,2011-07-22,22.41,0.1478,3.31,0.0,25.72
SHP-00001082,2011-07-22,13.41,0.1478,1.98,0.0,15.39
SHP-00001083,2011-07-21,13.38,0.1478,1.98,0.0,15.36
SHP-00001084,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00001085,2011-07-21,15.01,0.1478,2.22,8.0,25.23
SHP-00001086,2011-07-22,13.45,0.1478,1.99,0.0,15.44
SHP-00001087,2011-07-23,15.01,0.1478,2.22,8.0,25.23
SHP-00001088,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001089,2011-07-23,24.63,0.1478,3.64,0.0,28.27
SHP-00001090,2011-07-23,14.07,0.1478,2.08,0.0,16.15
SHP-00001091,2011-07-22,25.02,0.1478,3.7,0.0,28.72
SHP-00001092,2011-07-23,10.72,0.1478,1.58,0.0,12.3
SHP-00001093,2011-07-23,17.11,0.1478,2.53,0.0,19.64
SHP-00001094,2011-07-23,15.66,0.1478,2.31,0.0,17.97
SHP-00001095,2011-07-23,24.65,0.1478,3.64,0.0,28.29
SHP-00001096,2011-07-22,23.16,0.1478,3.42,0.0,26.58
SHP-00001097,2011-07-23,13.62,0.1478,2.01,5.0,20.63
SHP-00001098,2011-07-23,20.23,0.1478,2.99,0.0,23.22
SHP-00001099,2011-07-22,27.07,0.1478,4.0,0.0,31.07
SHP-00001100,2011-07-23,9.97,0.1478,1.47,0.0,11.44
SHP-00001101,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001102,2011-07-23,25.02,0.1478,3.7,0.0,28.72
SHP-00001103,2011-07-22,18.19,0.1478,2.69,8.0,28.88
SHP-00001104,2011-07-23,12.08,0.1478,1.79,0.0,13.87
SHP-00001105,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001106,2011-07-23,11.44,0.1478,1.69,0.0,13.13
SHP-00001107,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001108,2011-07-23,25.11,0.1478,3.71,5.0,33.82
SHP-00001109,2011-07-22,12.95,0.1478,1.91,0.0,14.86
SHP-00001110,2011-07-23,15.48,0.1478,2.29,0.0,17.77
SHP-00001111,2011-07-23,28.04,0.1478,4.14,0.0,32.18
SHP-00001112,2011-07-23,8.01,0.1478,1.18,5.0,14.19
SHP-00001113,2011-07-23,17.04,0.1478,2.52,0.0,19.56
SHP-00001114,2011-07-23,20.79,0.1478,3.07,0.0,23.86
SHP-00001115,2011-07-23,18.37,0.1478,2.72,0.0,21.09
SHP-00001116,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001117,2011-07-23,18.89,0.1478,2.79,0.0,21.68
SHP-00001118,2011-07-23,29.0,0.1478,4.29,0.0,33.29
SHP-00001119,2011-07-23,9.53,0.1478,1.41,0.0,10.94
SHP-00001120,2011-07-23,14.85,0.1478,2.19,0.0,17.04
SHP-00001121,2011-07-22,16.1,0.1478,2.38,0.0,18.48
SHP-00001122,2011-07-23,18.36,0.1478,2.71,5.0,26.07
SHP-00001123,2011-07-23,15.01,0.1478,2.22,8.0,25.23
SHP-00001124,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001125,2011-07-23,26.28,0.1478,3.88,0.0,30.16
SHP-00001126,2011-07-22,27.18,0.1478,4.02,0.0,31.2
SHP-00001127,2011-07-23,11.4,0.1478,1.68,0.0,13.08
SHP-00001128,2011-07-22,26.96,0.1478,3.98,5.0,35.94
SHP-00001129,2011-07-23,27.28,0.1478,4.03,5.0,36.31
SHP-00001130,2011-07-23,14.89,0.1478,2.2,0.0,17.09
SHP-00001131,2011-07-23,22.4,0.1478,3.31,0.0,25.71
SHP-00001132,2011-07-23,25.34,0.1478,3.75,0.0,29.09
SHP-00001133,2011-07-23,27.27,0.1478,4.03,8.0,39.3
SHP-00001134,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001135,2011-07-23,26.83,0.1478,3.97,0.0,30.8
SHP-00001136,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001137,2011-07-23,22.96,0.1478,3.39,0.0,26.35
SHP-00001138,2011-07-22,8.01,0.1478,1.18,5.0,14.19
SHP-00001139,2011-07-22,27.06,0.1478,4.0,0.0,31.06
SHP-00001140,2011-07-23,18.9,0.1478,2.79,5.0,26.69
SHP-00001141,2011-07-22,12.39,0.1478,1.83,0.0,14.22
SHP-00001142,2011-07-23,11.89,0.1478,1.76,0.0,13.65
SHP-00001143,2011-07-23,11.53,0.1478,1.7,0.0,13.23
SHP-00001144,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001145,2011-07-23,18.75,0.1478,2.77,5.0,26.52
SHP-00001146,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001147,2011-07-23,11.78,0.1478,1.74,0.0,13.52
SHP-00001148,2011-07-23,27.7,0.1478,4.09,0.0,31.79
SHP-00001149,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001150,2011-07-23,17.75,0.1478,2.62,5.0,25.37
SHP-00001151,2011-07-23,26.07,0.1478,3.85,0.0,29.92
SHP-00001152,2011-07-23,15.76,0.1478,2.33,8.0,26.09
SHP-00001153,2011-07-23,18.36,0.1478,2.71,0.0,21.07
SHP-00001154,2011-07-22,23.41,0.1478,3.46,0.0,26.87
SHP-00001155,2011-07-23,8.57,0.1478,1.27,0.0,9.84
SHP-00001156,2011-07-23,29.91,0.1478,4.42,0.0,34.33
SHP-00001157,2011-07-22,16.79,0.1478,2.48,0.0,19.27
SHP-00001158,2011-07-23,24.97,0.1478,3.69,5.0,33.66
